   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, SelectionSort_cmp, SelectionSort_swaps, SelectionSort_time, HeapSort_cmp, HeapSort_swaps, HeapSort_time
 758,        280032,          139262,            176,     24764,        2269,         53,            286903,                 749,                325,        33241,           6624,            63
 759,        280118,          139304,            177,     27782,        2203,         53,            287661,                 754,                343,        33212,           6616,           123
 760,        281232,          139860,            178,     25235,        2254,         54,            288420,                 752,                327,        33284,           6630,           121
 761,        281360,          139923,            178,     26372,        2255,         55,            289180,                 750,                327,        33330,           6635,            63
 762,        281446,          139965,            178,     27370,        2261,         53,            289941,                 753,                312,        33416,           6654,            64
 763,        282850,          140666,            179,     26786,        2231,         53,            290703,                 755,                329,        33433,           6661,            63
 764,        282952,          140716,            179,     26267,        2279,         53,            291466,                 758,                328,        33500,           6671,            63
 765,        283466,          140972,            179,     25886,        2259,         54,            292230,                 754,                331,        33486,           6663,            64
 766,        284816,          141646,            180,     27771,        2244,         53,            292995,                 760,                317,        33591,           6691,            64
 767,        285930,          142202,            181,     26237,        2239,         52,            293761,                 758,                333,        33630,           6702,            64
 768,        286552,          142512,            181,     27259,        2235,         53,            294528,                 762,                321,        33674,           6707,            65
 769,        286764,          142617,            181,     26891,        2266,         53,            295296,                 760,                333,        33730,           6717,            64
 770,        287890,          143179,            182,     26571,        2264,         54,            296065,                 765,                334,        33759,           6725,            64
 771,        289344,          143905,            183,     28254,        2264,         53,            296835,                 763,                334,        33883,           6751,            64
 772,        289594,          144029,            183,     27029,        2272,         54,            297606,                 765,                335,        33813,           6731,            66
 773,        290090,          144276,            183,     25597,        2306,         54,            298378,                 765,                337,        33966,           6768,            64
 774,        291468,          144964,            186,     29225,        2216,         54,            299151,                 768,                368,        34026,           6778,            64
 775,        292774,          145616,            185,     27097,        2299,         54,            299925,                 769,                340,        34030,           6779,            65
 776,        293578,          146017,            185,     27065,        2297,         53,            300700,                 767,                339,        34073,           6785,            66
 777,        293770,          146112,            186,     27136,        2281,         54,            301476,                 768,                340,        34130,           6801,            65
 778,        294978,          146715,            246,     26761,        2285,        120,            302253,                 768,                340,        34136,           6795,           149
 779,        294994,          146722,            185,     28850,        2313,         56,            303031,                 773,                448,        34234,           6820,            65
 780,        296114,          147281,            187,     26270,        2298,         54,            303810,                 774,                343,        34222,           6816,            65
 781,        297134,          147790,            188,     26891,        2292,         53,            304590,                 770,                343,        34334,           6841,            64
 782,        298146,          148295,            245,     25904,        2327,         55,            305371,                 776,                341,        34354,           6841,            65
 783,        298614,          148528,            188,     27116,        2307,         54,            306153,                 776,                345,        34380,           6847,            65
 784,        298872,          148656,            191,     27361,        2296,         53,            306936,                 777,                345,        34368,           6837,            66
 785,        299498,          148968,            189,     26220,        2352,         56,            307720,                 777,                346,        34472,           6861,            66
 786,        299852,          149144,            189,     26857,        2303,         54,            308505,                 778,                348,        34576,           6885,            66
 787,        300408,          149421,            190,     25985,        2348,         54,            309291,                 781,                349,        34698,           6911,            66
 788,        301568,          150000,            191,     27546,        2317,         54,            310078,                 777,                350,        34704,           6916,            66
 789,        302400,          150415,            191,     27013,        2364,         55,            310866,                 782,                350,        34765,           6927,            66
 790,        303662,          151045,            191,     27695,        2298,         54,            311655,                 779,                385,        34814,           6934,           115
 791,        304558,          151492,            192,     27626,        2350,         87,            312445,                 784,                373,        34912,           6961,            67
 792,        305560,          151992,            193,     26654,        2360,         56,            313236,                 785,                353,        34894,           6945,            66
 793,        305668,          152045,            263,     28389,        2363,         58,            314028,                 784,                353,        34961,           6966,            68
 794,        306660,          152540,            191,     27473,        2366,         55,            314821,                 787,                354,        35008,           6972,            66
 795,        307396,          152907,            194,     26858,        2390,         56,            315615,                 789,                355,        35089,           6987,            67
 796,        307998,          153207,            194,     28013,        2361,         57,            316410,                 786,                357,        35129,           6997,            67
 797,        308946,          153680,            195,     27738,        2371,         56,            317206,                 789,                358,        35140,           6999,            68
 798,        310050,          154231,            196,     26391,        2365,         54,            318003,                 792,                359,        35229,           7019,            67
 799,        310292,          154351,            196,     27639,        2369,         56,            318801,                 790,                358,        35267,           7026,            67
 800,        311076,          154742,            197,     26815,        2421,         57,            319600,                 794,                359,        35245,           7013,            67
 801,        312278,          155342,            197,     27472,        2395,         55,            320400,                 790,                358,        35255,           7019,            66
 802,        313164,          155784,            197,     27382,        2384,         57,            321201,                 796,                362,        35450,           7059,            68
 803,        313402,          155902,            197,     28843,        2361,         56,            322003,                 791,                362,        35444,           7059,            68
 804,        314646,          156523,            198,     27678,        2385,         56,            322806,                 795,                338,        35505,           7071,            87
 805,        315538,          156968,            199,     27012,        2395,         56,            323610,                 794,                525,        35660,           7109,            92
 806,        316714,          157555,            278,     28219,        2376,         59,            324415,                 797,                581,        35501,           7065,            69
 807,        316904,          157649,            200,     27756,        2408,         58,            325221,                 798,                366,        35637,           7096,            69
 808,        317626,          158009,            198,     28201,        2428,         57,            326028,                 800,                349,        35715,           7114,            68
 809,        318184,          158287,            201,     28295,        2397,         60,            326836,                 804,                356,        35843,           7144,            68
 810,        318634,          158511,            202,     29087,        2390,         57,            327645,                 802,                369,        35805,           7129,            68
 811,        318832,          158609,            201,     27929,        2434,         57,            328455,                 806,                370,        35912,           7156,            68
 812,        319658,          159021,            202,     26701,        2445,         57,            329266,                 805,                371,        35937,           7154,            70
 813,        321283,          159833,            203,     31244,        2362,         57,            330078,                 806,                371,        35917,           7154,            68
 814,        321769,          160075,            203,     28094,        2417,         57,            330891,                 807,                372,        36051,           7184,            68
 815,        323015,          160697,            204,     29583,        2396,         58,            331705,                 805,                370,        36094,           7186,            69
 816,        323841,          161109,            204,     27323,        2405,         57,            332520,                 809,                375,        36180,           7208,            69
 817,        325431,          161903,            218,     29703,        2397,         58,            333336,                 809,                376,        36275,           7229,            68
 818,        326569,          162471,            206,     28449,        2433,         57,            334153,                 811,                375,        36259,           7220,            71
 819,        327637,          163004,            208,     28117,        2447,         57,            334971,                 812,                381,        36361,           7243,            68
 820,        329245,          163807,            207,     30397,        2391,         58,            335790,                 811,                381,        36390,           7246,            69
 821,        329595,          163981,            208,     29476,        2418,         58,            336610,                 814,                376,        36512,           7278,            68
 822,        330581,          164473,            209,     28217,        2455,         58,            337431,                 814,                380,        36394,           7242,            69
 823,        331327,          164845,            209,     28352,        2458,         58,            338253,                 816,                387,        36488,           7264,            70
 824,        331781,          165071,            208,     28506,        2468,         60,            339076,                 814,                382,        36546,           7281,            70
 825,        332911,          165635,            209,     28476,        2465,         58,            339900,                 817,                382,        36582,           7286,            70
 826,        333697,          166027,            210,     27740,        2500,         58,            340725,                 818,                549,        36661,           7303,            70
 827,        334405,          166380,            210,     27643,        2478,         59,            341551,                 819,                383,        36721,           7314,            70
 828,        335243,          166798,            211,     27979,        2482,         59,            342378,                 818,                385,        36782,           7324,            70
 829,        336783,          167567,            212,     29951,        2465,         59,            343206,                 818,                386,        36922,           7361,            71
 830,        337053,          167701,            212,     28120,        2469,         58,            344035,                 825,                389,        36923,           7357,            70
 831,        337489,          167918,            334,     28861,        2487,         59,            344865,                 823,                477,        36908,           7346,            70
 832,        337903,          168124,            213,     28214,        2485,         82,            345696,                 821,                391,        37035,           7380,            71
 833,        338405,          168374,            214,     29003,        2440,         59,            346528,                 826,                392,        36999,           7370,            71
 834,        339559,          168950,            214,     28352,        2482,         59,            347361,                 826,                393,        37164,           7409,            70
 835,        341057,          169698,            219,     30102,        2463,         58,            348195,                 823,                447,        37091,           7382,            72
 836,        342503,          170420,            216,     29021,        2512,         60,            349030,                 829,                391,        37189,           7408,            71
 837,        342577,          170456,            214,     29214,        2522,         59,            349866,                 830,                393,        37227,           7415,            71
 838,        343375,          170854,            216,     28859,        2525,         59,            350703,                 832,                393,        37212,           7411,            71
 839,        344617,          171474,            217,     29028,        2501,         59,            351541,                 830,                394,        37385,           7455,            71
 840,        344853,          171591,            217,     29339,        2544,         59,            352380,                 833,                370,        37500,           7472,            71
 841,        346311,          172319,            218,     30334,        2490,         59,            353220,                 835,                401,        37438,           7451,            72
 842,        347413,          172869,            219,     29120,        2519,         59,            354061,                 831,                395,        37440,           7454,            72
 843,        348177,          173250,            219,     30297,        2542,         60,            354903,                 833,                362,        37610,           7498,            72
 844,        348235,          173278,            219,     30134,        2519,         60,            355746,                 836,                368,        37641,           7500,            86
 845,        348321,          173320,            225,     30341,        2513,         62,            356590,                 835,                378,        37606,           7490,            73
 846,        349767,          174042,            243,     28899,        2526,         62,            357435,                 836,                422,        37695,           7509,            75
 847,        349871,          174093,            232,     29575,        2520,         77,            358281,                 841,                436,        37769,           7524,            77
 848,        350533,          174423,            252,     28938,        2509,         65,            359128,                 841,                476,        37739,           7517,            81
 849,        351351,          174831,            246,     29321,        2535,         68,            359976,                 839,                471,        37823,           7533,            82
 850,        352859,          175584,            252,     30289,        2543,         69,            360825,                 840,                474,        37903,           7550,            85
 851,        353033,          175670,            261,     30057,        2528,         71,            361675,                 842,                496,        38016,           7578,            87
 852,        353117,          175711,            270,     30407,        2525,         73,            362526,                 845,                511,        38059,           7584,            92
 853,        353883,          176093,            278,     29052,        2567,         76,            363378,                 847,                530,        38135,           7602,            94
 854,        354689,          176495,            288,     29823,        2565,         77,            364231,                 846,                558,        38131,           7597,            98
 855,        355689,          176994,            312,     30122,        2559,         87,            365085,                 848,                547,        38134,           7593,            96
 856,        357285,          177791,            301,     30249,        2562,         82,            365940,                 852,                548,        38187,           7608,            98
 857,        357809,          178052,            298,     30025,        2571,         81,            366796,                 849,                575,        38209,           7606,            99
 858,        357947,          178120,            301,     30529,        2591,         84,            367653,                 849,                464,        38333,           7639,            98
 859,        358997,          178644,            302,     29485,        2574,         82,            368511,                 848,                562,        38388,           7650,            97
 860,        360193,          179241,            303,     29334,        2576,         82,            369370,                 847,                552,        38284,           7617,            96
 861,        361411,          179849,            304,     29039,        2593,         81,            370230,                 857,                548,        38450,           7657,            98
 862,        361875,          180080,            304,     29344,        2608,         81,            371091,                 852,                557,        38471,           7657,            98
 863,        362553,          180418,            307,     30240,        2595,         82,            371953,                 854,                559,        38530,           7675,            99
 864,        362833,          180557,            306,     30773,        2567,         84,            372816,                 856,                561,        38562,           7678,           100
 865,        363373,          180826,            305,     29858,        2609,         82,            373680,                 856,                558,        38627,           7696,            98
 866,        364809,          181543,            307,     30393,        2539,         78,            374545,                 856,                568,        38748,           7719,            99
 867,        365717,          181996,            309,     29384,        2639,         83,            375411,                 862,                588,        38764,           7718,            98
 868,        366047,          182160,            308,     30874,        2582,         82,            376278,                 865,                568,        38801,           7725,            99
 869,        366211,          182241,            312,     30915,        2597,         81,            377146,                 861,                566,        38777,           7718,            99
 870,        367187,          182728,            309,     30014,        2659,         83,            378015,                 864,                567,        38869,           7740,            99
 871,        368125,          183196,            310,     29399,        2599,         83,            378885,                 862,                565,        39000,           7770,            99
 872,        368995,          183630,            315,     29989,        2636,         82,            379756,                 862,                573,        38957,           7756,           100
 873,        369815,          184039,            311,     30803,        2652,         84,            380628,                 864,                553,        39032,           7774,            98
 874,        371545,          184903,            312,     33494,        2589,         82,            381501,                 869,                571,        39070,           7773,            99
 875,        372677,          185468,            312,     30093,        2617,         82,            382375,                 864,                597,        39188,           7809,            99
 876,        373199,          185728,            314,     30155,        2656,         84,            383250,                 867,                582,        39270,           7825,           101
 877,        374747,          186501,            316,     31825,        2578,         83,            384126,                 872,                573,        39167,           7795,           112
 878,        375619,          186936,            329,     31160,        2607,         85,            385003,                 867,                562,        39256,           7816,           100
 879,        376855,          187553,            333,     30425,        2670,         87,            385881,                 874,                576,        39321,           7829,           101
 880,        377721,          187985,            316,     31039,        2648,         85,            386760,                 875,                577,        39314,           7827,           100
 881,        378545,          188396,            319,     30359,        2672,         84,            387640,                 870,                578,        39459,           7856,            99
 882,        380251,          189248,            318,     31282,        2659,         84,            388521,                 873,                579,        39490,           7861,           100
 883,        381845,          190044,            320,     31116,        2636,         83,            389403,                 874,                581,        39554,           7875,           101
 884,        382125,          190183,            322,     31840,        2653,         84,            390286,                 877,                574,        39487,           7855,           100
 885,        383391,          190815,            321,     31199,        2641,         83,            391170,                 872,                582,        39563,           7872,           101
 886,        383757,          190997,            321,     32902,        2686,         85,            392055,                 881,                575,        39711,           7907,           100
 887,        384477,          191356,            322,     31023,        2698,         84,            392941,                 879,                585,        39766,           7914,           102
 888,        385069,          191651,            322,     30762,        2622,         63,            393828,                 882,                536,        39850,           7936,            97
 889,        385909,          192070,            329,     31031,        2663,         84,            394716,                 881,                583,        39888,           7946,           104
 890,        386803,          192516,            351,     30949,        2698,         87,            395605,                 880,                553,        39959,           7958,           102
 891,        387007,          192617,            323,     31586,        2740,         85,            396495,                 881,                594,        39908,           7944,           102
 892,        387111,          192668,            325,     33756,        2604,         83,            397386,                 880,                591,        39970,           7956,           102
 893,        387177,          192700,            326,     33278,        2664,         84,            398278,                 884,                594,        40068,           7978,           102
 894,        387363,          192792,            328,     31596,        2658,         85,            399171,                 882,                620,        40118,           7991,           102
 895,        389089,          193654,            326,     32526,        2687,         85,            400065,                 886,                597,        40092,           7981,           103
 896,        390489,          194353,            331,     30983,        2685,         86,            400960,                 888,                601,        40081,           7975,           102
 897,        392091,          195153,            329,     30933,        2726,         84,            401856,                 890,                602,        40298,           8027,           102
 898,        393015,          195614,            329,     30832,        2749,         86,            402753,                 887,                599,        40315,           8028,           101
 899,        393093,          195652,            329,     32104,        2716,         86,            403651,                 893,                602,        40303,           8020,           102
 900,        394151,          196180,            330,     31798,        2741,         86,            404550,                 895,                594,        40408,           8047,           103
 901,        394917,          196562,            331,     31512,        2690,         85,            405450,                 890,                605,        40430,           8047,           103
 902,        395101,          196653,            331,     32475,        2697,         85,            406351,                 892,                607,        40481,           8058,           104
 903,        396589,          197396,            332,     30764,        2733,         85,            407253,                 895,                608,        40505,           8061,           102
 904,        398307,          198254,            334,     33304,        2672,         87,            408156,                 898,                607,        40587,           8085,           111
 905,        399263,          198731,            337,     30830,        2750,         86,            409060,                 897,                607,        40725,           8113,           103
 906,        400559,          199378,            336,     32036,        2758,         87,            409965,                 898,                609,        40784,           8124,           127
 907,        400879,          199537,            373,     31765,        2723,        118,            410871,                 898,                625,        40835,           8136,           105
 908,        401605,          199899,            337,     30733,        2779,         88,            411778,                 898,                613,        40736,           8111,           104
 909,        402985,          200588,            334,     31306,        2771,         86,            412686,                 901,                614,        40864,           8133,           105
 910,        403537,          200863,            339,     31312,        2776,         86,            413595,                 897,                615,        40953,           8150,           104
 911,        403991,          201089,            339,     31653,        2748,         85,            414505,                 904,                617,        41045,           8179,           104
 912,        405381,          201783,            340,     32277,        2732,         87,            415416,                 906,                618,        41018,           8165,           104
 913,        406963,          202573,            341,     32334,        2776,         86,            416328,                 905,                620,        41138,           8195,           104
 914,        408585,          203383,            342,     33036,        2733,         84,            417241,                 906,                611,        41160,           8195,           104
 915,        409619,          203899,            345,     32147,        2775,         88,            418155,                 909,                621,        41298,           8227,           111
 916,        410193,          204185,            258,     31882,        2768,         83,            419070,                 905,                602,        41331,           8234,           104
 917,        411235,          204705,            344,     32731,        2791,         89,            419986,                 906,                625,        41392,           8247,           105
 918,        411905,          205039,            346,     33113,        2745,         88,            420903,                 912,                627,        41415,           8244,           106
 919,        412815,          205493,            352,     31421,        2798,         90,            421821,                 909,                641,        41431,           8249,           108
 920,        412929,          205549,            364,     33546,        2742,         90,            422740,                 911,                642,        41522,           8270,           125
 921,        413049,          205608,            346,     32626,        2762,         96,            423660,                 910,                639,        41513,           8266,           107
 922,        414219,          206192,            351,     31575,        2840,         88,            424581,                 913,                650,        41597,           8283,           107
 923,        415067,          206615,            349,     32525,        2806,         89,            425503,                 917,                632,        41657,           8297,           107
 924,        416769,          207465,            349,     33266,        2781,         88,            426426,                 918,                634,        41642,           8290,           106
 925,        417631,          207895,            350,     31477,        2808,         88,            427350,                 913,                640,        41721,           8308,           106
 926,        419367,          208762,            353,     33091,        2817,         88,            428275,                 918,                636,        41757,           8312,           106
 927,        419443,          208799,            351,     32363,        2846,         89,            429201,                 918,                636,        41832,           8332,           107
 928,        419477,          208815,            351,     33576,        2779,         89,            430128,                 921,                639,        41915,           8348,           107
 929,        420313,          209232,            351,     32761,        2820,         89,            431056,                 921,                640,        41937,           8350,           106
 930,        420915,          209532,            352,     31342,        2877,         88,            431985,                 921,                636,        42046,           8371,           107
 931,        422135,          210141,            354,     34544,        2824,         89,            432915,                 917,                642,        42046,           8372,           107
 932,        422207,          210176,            353,     32954,        2764,         87,            433846,                 927,                643,        42107,           8386,           107
 933,        423259,          210701,            355,     32826,        2873,         90,            434778,                 928,                646,        42117,           8384,           106
 934,        424579,          211360,            392,     33499,        2824,         93,            435711,                 929,                650,        42114,           8372,           112
 935,        426281,          212210,            357,     34361,        2804,         91,            436645,                 925,                649,        42317,           8427,           107
 936,        427551,          212844,            357,     32977,        2880,         90,            437580,                 926,                648,        42371,           8441,           107
 937,        429263,          213699,            359,     32936,        2846,         89,            438516,                 931,                624,        42367,           8436,           107
 938,        430915,          214524,            360,     33822,        2811,         88,            439453,                 929,                965,        42471,           8456,           143
 939,        430981,          214556,            409,     33695,        2811,         94,            440391,                 930,                683,        42506,           8467,           108
 940,        431401,          214765,            439,     33023,        2798,         91,            441330,                 930,                807,        42594,           8484,           109
 941,        431691,          214909,            362,     34617,        2829,         90,            442270,                 930,                660,        42628,           8489,           117
 942,        432433,          215279,            307,     33567,        2829,         85,            443211,                 931,                630,        42572,           8475,           104
 943,        434317,          216220,            378,     34816,        2810,         91,            444153,                 932,                654,        42650,           8489,           108
 944,        434815,          216468,            368,     33264,        2862,         90,            445096,                 940,                657,        42644,           8485,           109
 945,        436499,          217309,            365,     36585,        2796,         90,            446040,                 937,                676,        42762,           8509,           109
 946,        437161,          217639,            423,     33384,        2860,        107,            446985,                 934,                661,        42776,           8512,           109
 947,        437767,          217941,            368,     32606,        2891,         93,            447931,                 939,                687,        42928,           8548,           110
 948,        437931,          218022,            366,     37105,        2784,         91,            448878,                 940,                664,        43000,           8566,           110
 949,        438659,          218385,            373,     34275,        2866,         90,            449826,                 941,                664,        42961,           8558,           109
 950,        439599,          218854,            368,     33601,        2895,         91,            450775,                 940,                669,        43126,           8593,           111
 951,        440103,          219105,            368,     33504,        2879,         89,            451725,                 943,                639,        43147,           8592,           110
 952,        441179,          219642,            368,     32965,        2925,         91,            452676,                 941,                626,        43203,           8601,           110
 953,        442365,          220234,            369,     33873,        2879,         91,            453628,                 943,                671,        43144,           8585,           109
 954,        443139,          220620,            381,     35044,        2943,         95,            454581,                 948,                671,        43231,           8609,           110
 955,        444195,          221147,            371,     34128,        2944,         93,            455535,                 950,                674,        43320,           8632,           110
 956,        445269,          221683,            372,     33205,        2939,         92,            456490,                 946,                679,        43442,           8656,           111
 957,        445957,          222026,            373,     33203,        2917,         90,            457446,                 951,                731,        43349,           8628,           111
 958,        447341,          222717,            369,     35610,        2886,         93,            458403,                 952,                685,        43488,           8660,           111
 959,        448609,          223350,            402,     33737,        2927,         93,            459361,                 952,                715,        43528,           8669,           111
 960,        448615,          223352,            376,     36163,        2921,         94,            460320,                 949,                679,        43611,           8686,           110
 961,        449499,          223793,            375,     32669,        2968,         93,            461280,                 951,                684,        43619,           8690,           111
 962,        449779,          223932,            376,     34779,        2938,         91,            462241,                 954,                681,        43698,           8704,           111
 963,        450297,          224190,            377,     34829,        2926,         91,            463203,                 957,                686,        43767,           8718,           111
 964,        451749,          224915,            378,     35016,        2883,         91,            464166,                 956,                688,        43903,           8751,           111
 965,        452055,          225067,            378,     35132,        2959,         92,            465130,                 957,                674,        43856,           8739,           110
 966,        452671,          225374,            379,     34559,        2922,         92,            466095,                 958,                703,        43908,           8744,            85
 967,        452925,          225500,            285,     37600,        2885,         96,            467061,                 955,                692,        44083,           8786,           112
 968,        453719,          225896,            377,     34018,        2942,         93,            468028,                 960,                729,        44040,           8769,           112
 969,        454575,          226323,            403,     34164,        2996,         96,            468996,                 956,                715,        43948,           8740,           115
 970,        455837,          226953,            381,     33426,        2975,         93,            469965,                 958,                694,        44070,           8773,           117
 971,        457219,          227643,            408,     34450,        2980,         94,            470935,                 964,                697,        44180,           8796,           115
 972,        458241,          228153,            383,     34627,        2919,         94,            471906,                 955,                697,        44212,           8801,           112
 973,        460165,          229114,            385,     36787,        2935,         93,            472878,                 964,                729,        44240,           8808,           113
 974,        461967,          230014,            388,     33855,        2967,         96,            473851,                 961,                667,        44345,           8832,           110
 975,        463495,          230777,            375,     34591,        2908,         87,            474825,                 964,                662,        44329,           8823,           105
 976,        464437,          231247,            397,     33814,        2985,         88,            475800,                 967,                639,        44388,           8833,           102
 977,        464709,          231382,            358,     35723,        2949,         82,            476776,                 970,                634,        44467,           8845,            97
 978,        466195,          232124,            334,     36937,        2923,         80,            477753,                 970,                611,        44493,           8856,            93
 979,        467603,          232827,            325,     34946,        2998,         78,            478731,                 970,                586,        44585,           8877,            91
 980,        468229,          233139,            324,     35143,        2965,         77,            479710,                 975,                566,        44674,           8900,            90
 981,        468903,          233475,            309,     34925,        2992,         88,            480690,                 971,                545,        44614,           8881,            87
 982,        469249,          233647,            302,     34711,        2977,         83,            481671,                 977,                490,        44709,           8904,            85
 983,        469631,          233837,            294,     33833,        3034,         71,            482653,                 976,                533,        44731,           8904,            85
 984,        471425,          234733,            299,     35008,        2981,         69,            483636,                 976,                535,        44742,           8903,            85
 985,        471923,          234981,            504,     36510,        2961,         72,            484620,                 979,                748,        44824,           8922,            86
 986,        472379,          235208,            520,     35246,        2981,         71,            485605,                 974,                750,        44878,           8935,            85
 987,        472401,          235218,            295,     36286,        3023,         72,            486591,                 977,                538,        44918,           8940,            85
 988,        472655,          235344,            296,     35857,        3039,         72,            487578,                 975,                512,        44948,           8942,            86
 989,        473025,          235528,            296,     36270,        3017,         69,            488566,                 978,                539,        45008,           8954,            85
